city,date,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,rain_sum,wind_speed_10m_max,rain_tomorrow,weather_condition,year,month,day,season,temp_range,weather_cluster,weather_pattern
Delhi,01-01-2000,19.9,7.4,19.2,5.8,0.0,10.9,0,Clear,2000,1,1,Winter,12.5,0,Cold Winter
Delhi,02-01-2000,20.0,5.5,18.9,3.4,0.0,9.5,0,Overcast,2000,1,2,Winter,14.5,0,Cold Winter
Delhi,03-01-2000,20.1,6.3,18.2,4.3,0.0,10.0,0,Clear,2000,1,3,Winter,13.8,0,Cold Winter
Delhi,04-01-2000,19.8,6.4,18.5,4.2,0.0,8.6,0,Clear,2000,1,4,Winter,13.4,0,Cold Winter
Delhi,05-01-2000,19.4,5.3,17.7,3.2,0.0,9.4,0,Clear,2000,1,5,Winter,14.1,0,Cold Winter
Delhi,06-01-2000,19.2,6.0,16.2,3.6,0.0,15.3,0,Clear,2000,1,6,Winter,13.2,0,Cold Winter
Delhi,07-01-2000,19.1,5.6,17.3,3.5,0.0,10.0,0,Overcast,2000,1,7,Winter,13.5,0,Cold Winter
Delhi,08-01-2000,20.3,6.3,20.0,4.6,0.0,9.0,0,Overcast,2000,1,8,Winter,14.0,0,Cold Winter
Delhi,09-01-2000,22.0,9.9,21.1,8.5,0.0,13.3,0,Overcast,2000,1,9,Winter,12.1,0,Cold Winter
Delhi,10-01-2000,19.1,11.4,19.2,10.9,0.0,11.7,0,Overcast,2000,1,10,Winter,7.7,0,Cold Winter
Delhi,11-01-2000,23.0,11.1,21.7,10.3,0.0,11.9,0,Overcast,2000,1,11,Winter,11.9,0,Cold Winter
Delhi,12-01-2000,22.8,13.0,21.0,11.2,15.4,24.5,1,Moderate Rain,2000,1,12,Winter,9.8,0,Cold Winter
Delhi,13-01-2000,18.9,10.5,18.5,9.2,2.7,11.8,1,Moderate Drizzle,2000,1,13,Winter,8.4,0,Cold Winter
Delhi,14-01-2000,18.1,7.9,16.7,4.5,0.0,10.0,0,Overcast,2000,1,14,Winter,10.2,0,Cold Winter
Delhi,15-01-2000,15.8,3.6,13.0,0.6,0.0,10.4,0,Clear,2000,1,15,Winter,12.2,0,Cold Winter
Delhi,16-01-2000,15.8,4.2,11.8,1.3,0.0,17.9,0,Clear,2000,1,16,Winter,11.6,0,Cold Winter
Delhi,17-01-2000,17.4,5.3,14.0,1.7,0.0,16.3,0,Partly Cloudy,2000,1,17,Winter,12.1,0,Cold Winter
Delhi,18-01-2000,20.4,7.0,16.2,3.3,0.0,19.3,0,Overcast,2000,1,18,Winter,13.4,0,Cold Winter
Delhi,19-01-2000,21.3,8.9,17.5,4.8,0.0,19.5,0,Mainly Clear,2000,1,19,Winter,12.4,0,Cold Winter
Delhi,20-01-2000,21.2,9.7,17.5,6.1,0.0,20.9,0,Overcast,2000,1,20,Winter,11.5,0,Cold Winter
Delhi,21-01-2000,21.7,8.2,19.7,6.2,0.7,12.2,1,Light Drizzle,2000,1,21,Winter,13.5,0,Cold Winter
Delhi,22-01-2000,20.0,10.3,18.2,8.8,0.2,11.5,1,Light Drizzle,2000,1,22,Winter,9.7,0,Cold Winter
Delhi,23-01-2000,21.2,8.2,20.7,6.9,0.0,9.9,0,Clear,2000,1,23,Winter,13.0,0,Cold Winter
Delhi,24-01-2000,22.1,8.3,20.7,6.7,0.0,8.8,0,Clear,2000,1,24,Winter,13.8,0,Cold Winter
Delhi,25-01-2000,20.1,9.8,19.4,8.1,11.4,14.1,1,Slight Rain,2000,1,25,Winter,10.3,0,Cold Winter
Delhi,26-01-2000,20.3,12.7,19.5,11.3,7.5,15.5,1,Slight Rain,2000,1,26,Winter,7.6,0,Cold Winter
Delhi,27-01-2000,18.7,10.4,16.8,8.4,3.8,14.8,1,Dense Drizzle,2000,1,27,Winter,8.3,0,Cold Winter
Delhi,28-01-2000,19.5,8.7,16.5,5.9,0.0,21.1,0,Clear,2000,1,28,Winter,10.8,0,Cold Winter
Delhi,29-01-2000,20.4,8.7,16.4,4.5,0.0,21.3,0,Clear,2000,1,29,Winter,11.7,0,Cold Winter
Delhi,30-01-2000,22.2,8.3,21.3,5.9,0.0,11.3,0,Partly Cloudy,2000,1,30,Winter,13.9,0,Cold Winter
Delhi,31-01-2000,22.1,10.4,19.4,8.0,0.0,25.4,0,Clear,2000,1,31,Winter,11.7,0,Cold Winter
Delhi,01-02-2000,20.7,11.9,20.7,9.5,0.0,22.2,0,Partly Cloudy,2000,2,1,Winter,8.8,0,Cold Winter
Delhi,02-02-2000,20.1,10.3,19.1,9.2,0.0,14.4,0,Overcast,2000,2,2,Winter,9.8,0,Cold Winter
Delhi,03-02-2000,21.8,9.0,22.0,7.9,0.0,9.0,0,Mainly Clear,2000,2,3,Winter,12.8,0,Cold Winter
Delhi,04-02-2000,21.9,10.2,20.7,8.9,17.7,16.1,1,Moderate Rain,2000,2,4,Winter,11.7,0,Cold Winter
Delhi,05-02-2000,15.7,12.6,13.4,11.3,5.1,16.6,1,Slight Rain,2000,2,5,Winter,3.1,0,Cold Winter
Delhi,06-02-2000,16.9,10.7,15.9,9.4,0.3,8.9,1,Light Drizzle,2000,2,6,Winter,6.2,0,Cold Winter
Delhi,07-02-2000,18.0,7.3,16.3,5.4,0.0,10.2,0,Overcast,2000,2,7,Winter,10.7,0,Cold Winter
Delhi,08-02-2000,17.9,7.8,16.5,6.2,0.0,9.4,0,Partly Cloudy,2000,2,8,Winter,10.1,0,Cold Winter
Delhi,09-02-2000,19.7,7.2,19.2,5.1,0.0,9.4,0,Partly Cloudy,2000,2,9,Winter,12.5,0,Cold Winter
Delhi,10-02-2000,20.1,9.4,18.5,7.6,4.8,16.6,1,Slight Rain,2000,2,10,Winter,10.7,0,Cold Winter
Delhi,11-02-2000,17.0,10.2,16.2,9.3,13.7,16.6,1,Moderate Rain,2000,2,11,Winter,6.8,0,Cold Winter
Delhi,12-02-2000,16.9,8.4,15.5,7.0,0.0,8.9,0,Overcast,2000,2,12,Winter,8.5,0,Cold Winter
Delhi,13-02-2000,17.1,7.1,15.0,4.9,0.0,14.8,0,Overcast,2000,2,13,Winter,10.0,0,Cold Winter
Delhi,14-02-2000,19.0,7.2,17.5,4.4,0.0,14.0,0,Overcast,2000,2,14,Winter,11.8,0,Cold Winter
Delhi,15-02-2000,20.5,8.5,19.0,6.4,0.0,13.2,0,Overcast,2000,2,15,Winter,12.0,0,Cold Winter
Delhi,16-02-2000,20.6,6.0,20.1,3.6,0.0,9.8,0,Clear,2000,2,16,Winter,14.6,0,Cold Winter
Delhi,17-02-2000,21.3,6.3,21.3,4.1,0.0,10.8,0,Mainly Clear,2000,2,17,Winter,15.0,0,Cold Winter
Delhi,18-02-2000,20.0,6.5,19.1,4.5,0.0,9.0,0,Clear,2000,2,18,Winter,13.5,0,Cold Winter
Delhi,19-02-2000,20.2,6.1,19.6,3.8,0.0,10.3,0,Clear,2000,2,19,Winter,14.1,0,Cold Winter
Delhi,20-02-2000,20.1,7.9,18.7,6.0,0.0,17.6,0,Overcast,2000,2,20,Winter,12.2,0,Cold Winter
Delhi,21-02-2000,21.3,8.1,20.5,6.3,0.0,15.5,0,Partly Cloudy,2000,2,21,Winter,13.2,0,Cold Winter
Delhi,22-02-2000,21.2,8.6,19.6,6.1,0.0,12.4,0,Partly Cloudy,2000,2,22,Winter,12.6,0,Cold Winter
Delhi,23-02-2000,21.6,7.0,19.5,4.3,0.0,14.3,0,Clear,2000,2,23,Winter,14.6,0,Cold Winter
Delhi,24-02-2000,21.0,8.8,17.9,6.1,0.0,20.5,0,Clear,2000,2,24,Winter,12.2,0,Cold Winter
Delhi,25-02-2000,21.5,7.8,18.5,4.9,0.0,16.7,0,Clear,2000,2,25,Winter,13.7,0,Cold Winter
Delhi,26-02-2000,22.3,6.3,20.2,3.9,0.0,12.3,0,Clear,2000,2,26,Winter,16.0,0,Cold Winter
Delhi,27-02-2000,24.2,6.4,22.5,3.8,0.0,11.1,0,Clear,2000,2,27,Winter,17.8,0,Cold Winter
Delhi,28-02-2000,26.1,8.5,24.2,6.6,0.0,14.8,0,Clear,2000,2,28,Winter,17.6,0,Cold Winter
Delhi,29-02-2000,27.7,12.0,26.8,10.1,0.0,14.1,0,Mainly Clear,2000,2,29,Winter,15.7,0,Cold Winter
Delhi,01-03-2000,26.0,11.3,26.5,10.4,0.0,8.4,0,Partly Cloudy,2000,3,1,Summer,14.7,0,Cold Winter
Delhi,02-03-2000,27.2,11.9,27.0,11.2,0.2,10.9,1,Light Drizzle,2000,3,2,Summer,15.3,0,Cold Winter
Delhi,03-03-2000,27.9,11.7,28.3,9.9,0.0,15.0,0,Clear,2000,3,3,Summer,16.2,0,Cold Winter
Delhi,04-03-2000,29.2,15.2,27.5,12.4,0.0,19.4,0,Mainly Clear,2000,3,4,Summer,14.0,1,Mild Transition
Delhi,05-03-2000,25.0,12.2,24.6,11.1,0.0,10.7,0,Mainly Clear,2000,3,5,Summer,12.8,0,Cold Winter
Delhi,06-03-2000,25.3,12.5,26.0,10.2,0.0,12.3,0,Clear,2000,3,6,Summer,12.8,0,Cold Winter
Delhi,07-03-2000,26.0,12.2,26.0,10.4,0.0,12.6,0,Partly Cloudy,2000,3,7,Summer,13.8,0,Cold Winter
Delhi,08-03-2000,26.0,12.1,22.9,9.1,0.0,21.9,0,Mainly Clear,2000,3,8,Summer,13.9,0,Cold Winter
Delhi,09-03-2000,26.2,12.7,21.5,9.2,0.0,28.5,0,Clear,2000,3,9,Summer,13.5,0,Cold Winter
Delhi,10-03-2000,29.4,9.9,27.0,7.7,0.0,12.7,0,Mainly Clear,2000,3,10,Summer,19.5,0,Cold Winter
Delhi,11-03-2000,29.9,13.9,30.4,11.8,0.0,11.9,0,Mainly Clear,2000,3,11,Summer,16.0,1,Mild Transition
Delhi,12-03-2000,28.8,16.7,29.9,15.1,0.0,27.5,0,Partly Cloudy,2000,3,12,Summer,12.1,1,Mild Transition
Delhi,13-03-2000,25.8,13.9,26.1,13.2,2.6,12.2,1,Moderate Drizzle,2000,3,13,Summer,11.9,0,Cold Winter
Delhi,14-03-2000,26.5,12.4,25.6,12.2,0.0,13.2,0,Clear,2000,3,14,Summer,14.1,0,Cold Winter
Delhi,15-03-2000,28.3,13.6,24.6,11.4,0.0,24.5,0,Clear,2000,3,15,Summer,14.7,0,Cold Winter
Delhi,16-03-2000,30.5,13.0,28.6,11.0,0.0,13.5,0,Clear,2000,3,16,Summer,17.5,0,Cold Winter
Delhi,17-03-2000,31.6,13.7,30.9,12.3,0.0,11.5,0,Mainly Clear,2000,3,17,Summer,17.9,1,Mild Transition
Delhi,18-03-2000,28.9,14.1,28.4,12.1,0.0,12.5,0,Clear,2000,3,18,Summer,14.8,0,Cold Winter
Delhi,19-03-2000,28.4,12.5,26.4,10.7,0.0,15.3,0,Clear,2000,3,19,Summer,15.9,0,Cold Winter
Delhi,20-03-2000,28.7,13.7,26.1,10.4,0.0,19.6,0,Partly Cloudy,2000,3,20,Summer,15.0,0,Cold Winter
Delhi,21-03-2000,28.9,13.4,26.4,10.5,0.1,23.7,1,Light Drizzle,2000,3,21,Summer,15.5,0,Cold Winter
Delhi,22-03-2000,28.8,15.5,29.1,13.7,0.0,15.1,0,Overcast,2000,3,22,Summer,13.3,1,Mild Transition
Delhi,23-03-2000,25.8,13.8,27.5,12.9,0.3,17.6,1,Light Drizzle,2000,3,23,Summer,12.0,0,Cold Winter
Delhi,24-03-2000,26.4,12.7,25.3,12.7,0.0,15.8,0,Overcast,2000,3,24,Summer,13.7,0,Cold Winter
Delhi,25-03-2000,28.5,13.4,28.0,12.0,0.0,13.6,0,Clear,2000,3,25,Summer,15.1,0,Cold Winter
Delhi,26-03-2000,30.5,14.0,31.2,12.8,0.0,9.3,0,Clear,2000,3,26,Summer,16.5,1,Mild Transition
Delhi,27-03-2000,32.5,15.5,33.7,14.7,0.0,10.5,0,Clear,2000,3,27,Summer,17.0,1,Mild Transition
Delhi,28-03-2000,33.8,17.3,35.3,17.1,0.0,10.9,0,Clear,2000,3,28,Summer,16.5,1,Mild Transition
Delhi,29-03-2000,35.0,18.1,36.2,18.2,0.0,9.9,0,Overcast,2000,3,29,Summer,16.9,1,Mild Transition
Delhi,30-03-2000,37.1,19.5,37.4,19.7,0.0,11.2,0,Overcast,2000,3,30,Summer,17.6,1,Mild Transition
Delhi,31-03-2000,37.7,17.7,38.6,17.4,0.0,10.5,0,Clear,2000,3,31,Summer,20.0,1,Mild Transition
Delhi,01-04-2000,35.9,19.6,35.3,18.7,0.0,19.1,0,Clear,2000,4,1,Summer,16.3,1,Mild Transition
Delhi,02-04-2000,33.6,20.0,30.4,17.1,0.0,24.7,0,Clear,2000,4,2,Summer,13.6,1,Mild Transition
Delhi,03-04-2000,34.8,17.9,32.6,15.1,0.0,17.8,0,Clear,2000,4,3,Summer,16.9,1,Mild Transition
Delhi,04-04-2000,36.0,17.7,35.7,16.9,0.0,11.2,0,Clear,2000,4,4,Summer,18.3,1,Mild Transition
Delhi,05-04-2000,35.7,16.8,35.7,15.7,0.0,12.8,0,Clear,2000,4,5,Summer,18.9,1,Mild Transition
Delhi,06-04-2000,34.6,18.3,31.4,15.7,0.0,21.2,0,Overcast,2000,4,6,Summer,16.3,1,Mild Transition
Delhi,07-04-2000,36.6,17.9,35.1,15.2,0.0,12.8,0,Overcast,2000,4,7,Summer,18.7,1,Mild Transition
Delhi,08-04-2000,37.1,18.3,37.6,17.3,0.0,19.8,0,Clear,2000,4,8,Summer,18.8,1,Mild Transition
Delhi,09-04-2000,36.2,20.5,33.0,17.4,0.0,24.8,0,Clear,2000,4,9,Summer,15.7,1,Mild Transition
Delhi,10-04-2000,36.3,18.6,34.6,16.5,0.0,16.8,0,Clear,2000,4,10,Summer,17.7,1,Mild Transition
Delhi,11-04-2000,37.9,17.4,37.5,15.8,0.0,11.5,0,Clear,2000,4,11,Summer,20.5,1,Mild Transition
Delhi,12-04-2000,38.6,21.3,39.7,20.4,0.0,10.1,0,Clear,2000,4,12,Summer,17.3,1,Mild Transition
Delhi,13-04-2000,39.5,20.3,40.9,19.5,0.5,11.2,1,Moderate Drizzle,2000,4,13,Summer,19.2,1,Mild Transition
Delhi,14-04-2000,39.1,21.7,40.4,21.0,1.1,12.3,1,Dense Drizzle,2000,4,14,Summer,17.4,1,Mild Transition
Delhi,15-04-2000,36.0,22.2,37.2,21.5,0.0,13.6,0,Partly Cloudy,2000,4,15,Summer,13.8,1,Mild Transition
Delhi,16-04-2000,37.2,22.0,38.6,22.2,0.0,10.2,0,Overcast,2000,4,16,Summer,15.2,1,Mild Transition
Delhi,17-04-2000,38.5,21.9,39.4,21.7,0.0,12.1,0,Overcast,2000,4,17,Summer,16.6,1,Mild Transition
Delhi,18-04-2000,40.4,22.2,41.5,20.7,0.0,16.3,0,Overcast,2000,4,18,Summer,18.2,2,Dry Summer
Delhi,19-04-2000,41.3,24.2,41.2,22.4,0.0,20.5,0,Overcast,2000,4,19,Summer,17.1,2,Dry Summer
Delhi,20-04-2000,40.6,25.9,40.7,23.1,0.2,12.7,1,Light Drizzle,2000,4,20,Summer,14.7,2,Dry Summer
Delhi,21-04-2000,40.5,23.8,41.9,23.7,1.0,19.5,1,Moderate Drizzle,2000,4,21,Summer,16.7,2,Dry Summer
Delhi,22-04-2000,37.6,23.3,38.6,23.6,0.0,21.7,0,Overcast,2000,4,22,Summer,14.3,2,Dry Summer
Delhi,23-04-2000,35.7,23.3,37.5,24.0,0.7,18.2,1,Moderate Drizzle,2000,4,23,Summer,12.4,2,Dry Summer
Delhi,24-04-2000,39.4,24.4,39.4,24.1,0.4,17.8,1,Light Drizzle,2000,4,24,Summer,15.0,2,Dry Summer
Delhi,25-04-2000,40.8,25.0,41.4,23.7,0.0,18.1,0,Overcast,2000,4,25,Summer,15.8,2,Dry Summer
Delhi,26-04-2000,39.6,23.7,41.3,22.4,1.2,23.0,1,Moderate Drizzle,2000,4,26,Summer,15.9,2,Dry Summer
Delhi,27-04-2000,38.3,24.2,42.2,25.7,0.7,19.4,1,Moderate Drizzle,2000,4,27,Summer,14.1,2,Dry Summer
Delhi,28-04-2000,40.0,23.2,41.1,25.9,0.0,13.8,0,Mainly Clear,2000,4,28,Summer,16.8,2,Dry Summer
Delhi,29-04-2000,39.9,24.9,41.7,25.0,0.0,17.1,0,Mainly Clear,2000,4,29,Summer,15.0,2,Dry Summer
Delhi,30-04-2000,41.0,22.3,39.5,21.7,0.0,14.5,0,Clear,2000,4,30,Summer,18.7,2,Dry Summer
Delhi,01-05-2000,41.8,23.7,38.4,21.3,0.0,28.2,0,Clear,2000,5,1,Summer,18.1,2,Dry Summer
Delhi,02-05-2000,42.6,25.1,40.6,22.3,0.0,16.5,0,Clear,2000,5,2,Summer,17.5,2,Dry Summer
Delhi,03-05-2000,40.2,23.6,42.4,22.4,0.0,15.9,0,Partly Cloudy,2000,5,3,Summer,16.6,2,Dry Summer
Delhi,04-05-2000,40.2,27.1,43.4,28.3,0.0,19.9,0,Overcast,2000,5,4,Summer,13.1,2,Dry Summer
Delhi,05-05-2000,38.6,27.9,40.9,28.7,1.8,24.4,1,Slight Rain,2000,5,5,Summer,10.7,2,Dry Summer
Delhi,06-05-2000,33.5,25.8,34.5,27.1,1.6,23.3,1,Slight Rain,2000,5,6,Summer,7.7,2,Dry Summer
Delhi,07-05-2000,32.9,23.9,36.2,27.0,5.4,23.4,1,Moderate Rain,2000,5,7,Summer,9.0,2,Dry Summer
Delhi,08-05-2000,35.1,23.8,37.6,25.3,0.3,14.0,1,Light Drizzle,2000,5,8,Summer,11.3,2,Dry Summer
Delhi,09-05-2000,37.2,24.8,39.5,26.7,0.0,17.1,0,Overcast,2000,5,9,Summer,12.4,2,Dry Summer
Delhi,10-05-2000,39.6,25.9,42.3,27.6,0.0,11.5,0,Overcast,2000,5,10,Summer,13.7,2,Dry Summer
Delhi,11-05-2000,41.0,27.0,44.7,28.6,0.0,9.5,0,Overcast,2000,5,11,Summer,14.0,2,Dry Summer
Delhi,12-05-2000,40.2,28.5,43.6,30.2,4.2,24.3,1,Moderate Rain,2000,5,12,Summer,11.7,2,Dry Summer
Delhi,13-05-2000,35.1,25.8,39.1,30.4,13.5,20.5,1,Moderate Rain,2000,5,13,Summer,9.3,2,Dry Summer
Delhi,14-05-2000,35.3,24.6,37.8,28.0,9.0,21.4,1,Moderate Rain,2000,5,14,Summer,10.7,2,Dry Summer
Delhi,15-05-2000,39.5,28.3,41.7,29.6,0.0,25.8,0,Mainly Clear,2000,5,15,Summer,11.2,2,Dry Summer
Delhi,16-05-2000,39.5,29.9,40.4,29.0,0.0,27.6,0,Mainly Clear,2000,5,16,Summer,9.6,2,Dry Summer
Delhi,17-05-2000,40.8,29.1,41.2,29.1,0.0,25.3,0,Partly Cloudy,2000,5,17,Summer,11.7,2,Dry Summer
Delhi,18-05-2000,41.6,29.1,42.2,28.2,0.0,22.8,0,Partly Cloudy,2000,5,18,Summer,12.5,2,Dry Summer
Delhi,19-05-2000,42.1,30.5,42.1,30.5,0.0,20.4,0,Partly Cloudy,2000,5,19,Summer,11.6,2,Dry Summer
Delhi,20-05-2000,42.5,30.4,44.4,30.4,0.7,16.8,1,Moderate Drizzle,2000,5,20,Summer,12.1,2,Dry Summer
Delhi,21-05-2000,41.3,28.0,44.2,31.1,1.0,19.9,1,Moderate Drizzle,2000,5,21,Summer,13.3,2,Dry Summer
Delhi,22-05-2000,40.0,27.0,45.4,29.5,0.0,21.8,0,Mainly Clear,2000,5,22,Summer,13.0,2,Dry Summer
Delhi,23-05-2000,39.6,28.5,43.5,31.6,0.0,18.8,0,Clear,2000,5,23,Summer,11.1,2,Dry Summer
Delhi,24-05-2000,41.4,28.6,43.5,32.4,0.0,19.8,0,Mainly Clear,2000,5,24,Summer,12.8,2,Dry Summer
Delhi,25-05-2000,42.3,32.3,44.1,32.4,0.0,27.5,0,Partly Cloudy,2000,5,25,Summer,10.0,2,Dry Summer
Delhi,26-05-2000,43.0,31.4,43.7,33.2,0.0,27.6,0,Mainly Clear,2000,5,26,Summer,11.6,2,Dry Summer
Delhi,27-05-2000,42.7,32.1,44.0,33.6,0.0,24.1,0,Partly Cloudy,2000,5,27,Summer,10.6,2,Dry Summer
Delhi,28-05-2000,42.3,31.8,42.9,32.1,0.0,26.5,0,Overcast,2000,5,28,Summer,10.5,2,Dry Summer
Delhi,29-05-2000,43.4,31.4,43.4,30.1,0.0,25.8,0,Mainly Clear,2000,5,29,Summer,12.0,2,Dry Summer
Delhi,30-05-2000,42.8,32.6,43.4,30.2,0.0,25.6,0,Partly Cloudy,2000,5,30,Summer,10.2,2,Dry Summer
Delhi,31-05-2000,39.1,25.9,41.5,27.9,4.9,17.8,1,Moderate Rain,2000,5,31,Summer,13.2,2,Dry Summer
Delhi,01-06-2000,40.6,28.4,42.5,31.8,0.3,18.0,1,Light Drizzle,2000,6,1,Monsoon,12.2,2,Dry Summer
Delhi,02-06-2000,40.3,29.1,43.5,32.5,0.0,12.2,0,Mainly Clear,2000,6,2,Monsoon,11.2,2,Dry Summer
Delhi,03-06-2000,39.3,28.2,43.9,33.1,9.1,16.0,1,Heavy Rain,2000,6,3,Monsoon,11.1,2,Dry Summer
Delhi,04-06-2000,35.8,28.9,40.4,32.5,0.0,19.8,0,Partly Cloudy,2000,6,4,Monsoon,6.9,2,Dry Summer
Delhi,05-06-2000,37.3,26.3,42.3,30.6,0.0,12.2,0,Mainly Clear,2000,6,5,Monsoon,11.0,2,Dry Summer
Delhi,06-06-2000,34.6,28.0,39.7,31.4,8.1,19.4,1,Moderate Rain,2000,6,6,Monsoon,6.6,2,Dry Summer
Delhi,07-06-2000,30.1,23.8,32.5,26.3,83.1,20.8,1,Heavy Rain,2000,6,7,Monsoon,6.3,3,Heavy Monsoon
Delhi,08-06-2000,28.8,23.4,34.1,27.0,10.9,17.4,1,Slight Rain,2000,6,8,Monsoon,5.4,3,Heavy Monsoon
Delhi,09-06-2000,32.4,24.6,37.4,28.9,0.0,13.1,0,Overcast,2000,6,9,Monsoon,7.8,2,Dry Summer
Delhi,10-06-2000,35.0,24.5,41.9,30.4,0.3,17.8,1,Light Drizzle,2000,6,10,Monsoon,10.5,2,Dry Summer
Delhi,11-06-2000,35.5,25.2,40.6,30.6,0.0,11.8,0,Partly Cloudy,2000,6,11,Monsoon,10.3,2,Dry Summer
Delhi,12-06-2000,36.5,25.8,41.0,30.2,0.0,12.4,0,Mainly Clear,2000,6,12,Monsoon,10.7,2,Dry Summer
Delhi,13-06-2000,37.2,27.1,41.9,31.3,0.0,14.0,0,Mainly Clear,2000,6,13,Monsoon,10.1,2,Dry Summer
Delhi,14-06-2000,37.3,29.4,42.4,31.8,0.0,21.5,0,Mainly Clear,2000,6,14,Monsoon,7.9,2,Dry Summer
Delhi,15-06-2000,38.2,29.8,43.6,32.2,0.3,19.6,1,Light Drizzle,2000,6,15,Monsoon,8.4,2,Dry Summer
Delhi,16-06-2000,37.0,27.4,44.4,32.3,0.0,16.0,0,Overcast,2000,6,16,Monsoon,9.6,2,Dry Summer
Delhi,17-06-2000,37.2,27.9,43.2,32.0,0.0,15.9,0,Overcast,2000,6,17,Monsoon,9.3,2,Dry Summer
Delhi,18-06-2000,37.6,28.1,44.0,33.1,0.0,16.2,0,Overcast,2000,6,18,Monsoon,9.5,2,Dry Summer
Delhi,19-06-2000,35.1,27.6,41.3,33.1,0.0,18.1,0,Overcast,2000,6,19,Monsoon,7.5,2,Dry Summer
Delhi,20-06-2000,34.4,27.2,40.2,32.5,0.0,15.8,0,Overcast,2000,6,20,Monsoon,7.2,2,Dry Summer
Delhi,21-06-2000,37.7,27.4,43.8,33.3,0.0,12.5,0,Overcast,2000,6,21,Monsoon,10.3,2,Dry Summer
Delhi,22-06-2000,38.6,27.8,43.7,32.6,0.3,15.5,1,Light Drizzle,2000,6,22,Monsoon,10.8,2,Dry Summer
Delhi,23-06-2000,37.1,27.2,41.5,32.9,0.0,11.7,0,Partly Cloudy,2000,6,23,Monsoon,9.9,2,Dry Summer
Delhi,24-06-2000,38.2,27.4,41.7,32.8,1.4,20.1,1,Slight Rain,2000,6,24,Monsoon,10.8,2,Dry Summer
Delhi,25-06-2000,38.2,28.9,41.4,32.1,0.0,23.1,0,Overcast,2000,6,25,Monsoon,9.3,2,Dry Summer
Delhi,26-06-2000,38.2,28.7,42.2,33.8,0.0,22.5,0,Partly Cloudy,2000,6,26,Monsoon,9.5,2,Dry Summer
Delhi,27-06-2000,37.7,29.6,42.0,33.8,0.1,20.3,1,Light Drizzle,2000,6,27,Monsoon,8.1,2,Dry Summer
Delhi,28-06-2000,38.0,27.8,42.9,33.0,0.4,12.6,1,Light Drizzle,2000,6,28,Monsoon,10.2,2,Dry Summer
Delhi,29-06-2000,34.7,28.3,40.1,32.6,2.9,19.2,1,Slight Rain,2000,6,29,Monsoon,6.4,2,Dry Summer
Delhi,30-06-2000,32.1,26.4,36.4,30.4,0.6,17.7,1,Light Drizzle,2000,6,30,Monsoon,5.7,2,Dry Summer
Delhi,01-07-2000,32.3,25.4,37.0,29.5,15.0,17.2,1,Moderate Rain,2000,7,1,Monsoon,6.9,3,Heavy Monsoon
Delhi,02-07-2000,33.0,24.7,40.3,29.1,6.1,14.7,1,Moderate Rain,2000,7,2,Monsoon,8.3,2,Dry Summer
Delhi,03-07-2000,33.3,25.7,39.8,31.2,0.6,11.0,1,Light Drizzle,2000,7,3,Monsoon,7.6,2,Dry Summer
Delhi,04-07-2000,34.4,25.5,41.1,30.6,4.7,11.2,1,Slight Rain,2000,7,4,Monsoon,8.9,2,Dry Summer
Delhi,05-07-2000,37.0,27.6,44.5,33.9,1.0,8.2,1,Light Drizzle,2000,7,5,Monsoon,9.4,2,Dry Summer
Delhi,06-07-2000,38.4,28.9,43.7,35.1,0.1,12.9,1,Light Drizzle,2000,7,6,Monsoon,9.5,2,Dry Summer
Delhi,07-07-2000,36.9,28.3,42.7,34.9,1.2,10.7,1,Moderate Drizzle,2000,7,7,Monsoon,8.6,2,Dry Summer
Delhi,08-07-2000,32.6,25.4,38.6,30.4,8.0,15.3,1,Dense Drizzle,2000,7,8,Monsoon,7.2,2,Dry Summer
Delhi,09-07-2000,33.9,25.5,41.2,30.7,10.4,9.9,1,Slight Rain,2000,7,9,Monsoon,8.4,2,Dry Summer
Delhi,10-07-2000,33.5,26.0,39.3,31.1,19.3,11.7,1,Moderate Rain,2000,7,10,Monsoon,7.5,2,Dry Summer
Delhi,11-07-2000,32.2,25.4,38.0,30.8,31.7,14.8,1,Heavy Rain,2000,7,11,Monsoon,6.8,3,Heavy Monsoon
Delhi,12-07-2000,31.7,25.7,37.7,30.4,6.8,18.3,1,Slight Rain,2000,7,12,Monsoon,6.0,2,Dry Summer
Delhi,13-07-2000,33.0,26.2,39.4,31.6,9.7,18.0,1,Moderate Rain,2000,7,13,Monsoon,6.8,2,Dry Summer
Delhi,14-07-2000,31.6,26.3,36.4,31.1,10.4,23.9,1,Moderate Rain,2000,7,14,Monsoon,5.3,3,Heavy Monsoon
Delhi,15-07-2000,29.7,25.8,35.5,30.6,8.9,13.4,1,Moderate Rain,2000,7,15,Monsoon,3.9,3,Heavy Monsoon
Delhi,16-07-2000,31.6,25.0,37.8,29.9,24.0,14.5,1,Heavy Rain,2000,7,16,Monsoon,6.6,3,Heavy Monsoon
Delhi,17-07-2000,30.7,25.4,37.1,30.5,23.4,14.0,1,Moderate Rain,2000,7,17,Monsoon,5.3,3,Heavy Monsoon
Delhi,18-07-2000,28.3,25.1,33.7,30.9,4.8,9.6,1,Moderate Drizzle,2000,7,18,Monsoon,3.2,3,Heavy Monsoon
